Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
252.5399,-0.0089,-0.0751,-0.0089,0.0000,0.0177,0.0047,-0.0975,-2.6301,168.3948,-84.3696,168.5897,-84.3691
252.5599,-0.0110,0.0438,-0.0110,0.0000,0.0221,0.0047,0.0170,0.3699,168.1949,-84.3626,168.3872,-84.3615
252.5799,-0.0190,0.2732,-0.0190,0.0000,0.0381,0.0047,0.2304,3.3699,167.9950,-84.3548,168.2123,-84.3549
252.5999,-0.0162,0.0590,-0.0162,0.0000,0.0323,0.0047,0.0219,2.0641,167.7952,-84.3466,167.9816,-84.3459
252.6199,-0.0119,-0.0809,-0.0119,0.0000,0.0238,0.0048,-0.1094,-0.9359,167.5954,-84.3386,167.7868,-84.3382
252.6399,-0.0119,-0.0202,-0.0119,0.0000,0.0238,0.0048,-0.0487,-0.7055,167.3955,-84.3308,167.6044,-84.3309
252.6599,-0.0104,-0.0385,-0.0104,0.0000,0.0207,0.0048,-0.0640,-1.3484,167.1957,-84.3233,167.3898,-84.3222
252.6799,-0.0106,0.0040,-0.0106,0.0000,0.0212,0.0048,-0.0220,0.1397,166.9958,-84.3157,167.1907,-84.3139
252.6999,-0.0100,-0.0017,-0.0100,0.0000,0.0200,0.0049,-0.0265,-0.0591,166.7959,-84.3081,166.9967,-84.3057
252.7199,-0.0111,0.0468,-0.0111,0.0000,0.0222,0.0049,0.0197,1.6393,166.5961,-84.3002,166.7945,-84.2971
252.7399,-0.0126,0.0814,-0.0126,0.0000,0.0253,0.0049,0.0512,2.8477,166.3963,-84.2917,166.5918,-84.2883
252.7599,-0.0139,0.0896,-0.0139,0.0000,0.0277,0.0049,0.0570,3.1368,166.1965,-84.2824,166.3897,-84.2794
252.7799,-0.0204,0.2542,-0.0204,0.0000,0.0409,0.0050,0.2084,6.1368,165.9968,-84.2718,166.2139,-84.2716
252.7999,-0.0100,-0.1737,-0.0100,0.0000,0.0200,0.0050,-0.1987,3.1368,165.7971,-84.2604,165.9972,-84.2618
252.8199,-0.0095,-0.0774,-0.0095,0.0000,0.0190,0.0050,-0.1014,0.1368,165.5974,-84.2491,165.8029,-84.2529
252.8399,-0.0156,0.1602,-0.0156,0.0000,0.0312,0.0050,0.1240,3.1368,165.3978,-84.2370,165.5832,-84.2427
252.8599,-0.0093,-0.0957,-0.0093,0.0000,0.0186,0.0051,-0.1194,0.1368,165.1982,-84.2249,165.3892,-84.2335
252.8799,-0.0038,-0.1926,-0.0038,0.0000,0.0077,0.0051,-0.2053,-2.8632,164.9985,-84.2135,165.1944,-84.2242
252.8999,0.0041,-0.3160,0.0041,0.0000,-0.0083,0.0051,-0.3128,-5.8632,164.7988,-84.2033,165.0024,-84.2149
252.9199,0.0025,-0.0943,0.0025,0.0000,-0.0051,0.0051,-0.0943,-3.3017,164.5990,-84.1939,164.8007,-84.2050
252.9399,0.0075,-0.1911,0.0075,0.0000,-0.0151,0.0050,-0.1811,-6.3017,164.3991,-84.1859,164.6064,-84.1954
252.9599,-0.0057,0.3044,-0.0057,0.0000,0.0114,0.0050,0.2880,-3.3017,164.1992,-84.1787,164.4048,-84.1852
252.9799,-0.0055,0.1378,-0.0055,0.0000,0.0110,0.0051,0.1218,-0.3017,163.9994,-84.1715,164.1956,-84.1746
252.9999,-0.0073,0.1240,-0.0073,0.0000,0.0146,0.0051,0.1044,2.6983,163.7995,-84.1637,164.0019,-84.1646
253.0199,-0.0172,0.3609,-0.0172,0.0000,0.0343,0.0051,0.3214,5.6983,163.5997,-84.1546,163.7858,-84.1534
253.0399,-0.0121,0.0296,-0.0121,0.0000,0.0241,0.0051,0.0003,2.6983,163.4000,-84.1450,163.5955,-84.1433
253.0599,-0.0205,0.2824,-0.0205,0.0000,0.0411,0.0052,0.2362,5.6983,163.2003,-84.1340,163.4172,-84.1338
253.0799,-0.0194,0.1182,-0.0194,0.0000,0.0389,0.0052,0.0741,4.1375,163.0006,-84.1221,163.2163,-84.1230
253.0999,-0.0110,-0.1766,-0.0110,0.0000,0.0219,0.0052,-0.2037,1.1375,162.8010,-84.1100,163.0028,-84.1114
253.1199,-0.0097,-0.1001,-0.0097,0.0000,0.0194,0.0053,-0.1248,-1.8625,162.6013,-84.0983,162.8018,-84.1003
253.1399,-0.0118,0.0304,-0.0118,0.0000,0.0235,0.0053,0.0016,1.0642,162.4017,-84.0864,162.5944,-84.0888
253.1599,-0.0185,0.2296,-0.0185,0.0000,0.0369,0.0053,0.1873,4.0642,162.2021,-84.0735,162.3857,-84.0771
253.1799,-0.0188,0.1360,-0.0188,0.0000,0.0376,0.0054,0.0930,4.7605,162.0026,-84.0596,162.2200,-84.0676
253.1999,-0.0122,-0.1119,-0.0122,0.0000,0.0245,0.0054,-0.1417,1.7605,161.8031,-84.0453,161.9914,-84.0545
253.2199,-0.0060,-0.2206,-0.0060,0.0000,0.0119,0.0054,-0.2379,-1.2395,161.6036,-84.0313,161.7975,-84.0433
253.2399,0.0041,-0.3892,0.0041,0.0000,-0.0083,0.0054,-0.3863,-4.2395,161.4040,-84.0182,161.5995,-84.0317
253.2599,0.0049,-0.1959,0.0049,0.0000,-0.0097,0.0054,-0.1915,-6.8558,161.2043,-84.0066,161.4083,-84.0204
253.2799,0.0106,-0.2605,0.0106,0.0000,-0.0212,0.0053,-0.2447,-9.1174,161.0046,-83.9971,161.2147,-84.0088
253.2999,-0.0170,0.6980,-0.0170,0.0000,0.0339,0.0054,0.6587,-6.1174,160.8047,-83.9890,161.0215,-83.9972
253.3199,-0.0166,0.3205,-0.0166,0.0000,0.0332,0.0054,0.2819,-3.1174,160.6049,-83.9816,160.8209,-83.9850
253.3399,-0.0123,0.0342,-0.0123,0.0000,0.0245,0.0054,0.0042,-0.1174,160.4050,-83.9742,160.6129,-83.9723
253.3599,-0.0147,0.1053,-0.0147,0.0000,0.0294,0.0055,0.0704,2.8826,160.2052,-83.9661,160.4061,-83.9595
253.3799,-0.0192,0.1989,-0.0192,0.0000,0.0383,0.0055,0.1551,5.8826,160.0054,-83.9567,160.2056,-83.9469
253.3999,-0.0262,0.3225,-0.0262,0.0000,0.0524,0.0056,0.2646,8.8826,159.8057,-83.9454,159.9932,-83.9336
253.4199,-0.0276,0.2183,-0.0276,0.0000,0.0553,0.0056,0.1574,7.6417,159.6062,-83.9323,159.7930,-83.9208
253.4399,-0.0248,0.0461,-0.0248,0.0000,0.0496,0.0057,-0.0092,4.6417,159.4066,-83.9182,159.6159,-83.9095
253.4599,-0.0278,0.1393,-0.0278,0.0000,0.0555,0.0057,0.0781,4.8761,159.2072,-83.9030,159.3914,-83.8949
253.4799,-0.0203,-0.1270,-0.0203,0.0000,0.0406,0.0058,-0.1733,1.8761,159.0078,-83.8873,159.2119,-83.8832
253.4999,-0.0203,-0.0296,-0.0203,0.0000,0.0406,0.0058,-0.0760,-1.0345,158.8084,-83.8720,159.0193,-83.8706
253.5199,-0.0155,-0.1308,-0.0155,0.0000,0.0310,0.0058,-0.1677,-4.0345,158.6090,-83.8575,158.8119,-83.8568
253.5399,-0.0143,-0.0742,-0.0143,0.0000,0.0286,0.0059,-0.1086,-2.5961,158.4095,-83.8436,158.6119,-83.8435
253.5599,-0.0162,0.0436,-0.0162,0.0000,0.0324,0.0059,0.0053,0.4039,158.2099,-83.8296,158.4017,-83.8293
253.5799,-0.0157,0.0266,-0.0157,0.0000,0.0315,0.0059,-0.0108,0.9317,158.0105,-83.8153,158.2194,-83.8170
253.5999,-0.0214,0.2021,-0.0214,0.0000,0.0428,0.0060,0.1533,3.9317,157.8110,-83.8003,157.9941,-83.8016
253.6199,-0.0155,-0.0606,-0.0155,0.0000,0.0309,0.0060,-0.0975,0.9317,157.6116,-83.7850,157.8013,-83.7883
253.6399,-0.0103,-0.1607,-0.0103,0.0000,0.0206,0.0060,-0.1873,-2.0683,157.4122,-83.7701,157.6093,-83.7749
253.6599,-0.0188,0.1981,-0.0188,0.0000,0.0376,0.0061,0.1544,0.9317,157.2127,-83.7551,157.4293,-83.7624
253.6799,-0.0090,-0.1797,-0.0090,0.0000,0.0181,0.0061,-0.2039,-2.0683,157.0133,-83.7405,157.2176,-83.7474
253.6999,-0.0179,0.1986,-0.0179,0.0000,0.0358,0.0061,0.1567,0.9317,156.8138,-83.7257,157.0300,-83.7341
253.7199,-0.0095,-0.1383,-0.0095,0.0000,0.0191,0.0061,-0.1635,-2.0683,156.6143,-83.7114,156.8078,-83.7183
253.7399,-0.0095,-0.0490,-0.0095,0.0000,0.0190,0.0062,-0.0741,-1.7135,156.4148,-83.6974,156.6085,-83.7039
253.7599,-0.0171,0.2203,-0.0171,0.0000,0.0342,0.0062,0.1799,1.2865,156.2153,-83.6832,156.4307,-83.6911
253.7799,-0.0175,0.1303,-0.0175,0.0000,0.0349,0.0062,0.0891,4.2865,156.0159,-83.6680,156.2314,-83.6765
253.7999,-0.0096,-0.1527,-0.0096,0.0000,0.0193,0.0062,-0.1783,1.2865,155.8165,-83.6525,156.0102,-83.6603
253.8199,-0.0101,-0.0394,-0.0101,0.0000,0.0202,0.0063,-0.0658,-1.3778,155.6171,-83.6374,155.8093,-83.6454
253.8399,-0.0110,0.0252,-0.0110,0.0000,0.0221,0.0063,-0.0031,0.8836,155.4177,-83.6220,155.6266,-83.6318
253.8599,-0.0098,-0.0089,-0.0098,0.0000,0.0197,0.0063,-0.0349,-0.3113,155.2183,-83.6067,155.4102,-83.6156
253.8799,-0.0056,-0.1169,-0.0056,0.0000,0.0111,0.0063,-0.1344,-3.3113,155.0188,-83.5922,155.2188,-83.6012
253.8999,-0.0150,0.2405,-0.0150,0.0000,0.0301,0.0063,0.2041,-0.3113,154.8193,-83.5777,155.0056,-83.5850
253.9199,-0.0085,-0.0683,-0.0085,0.0000,0.0170,0.0064,-0.0916,-2.3893,154.6198,-83.5637,154.8149,-83.5704
253.9399,-0.0093,0.0064,-0.0093,0.0000,0.0186,0.0064,-0.0186,0.2226,154.4203,-83.5497,154.6162,-83.5552
253.9599,-0.0104,0.0498,-0.0104,0.0000,0.0208,0.0064,0.0226,1.7414,154.2208,-83.5353,154.4172,-83.5398
253.9799,-0.0112,0.0609,-0.0112,0.0000,0.0224,0.0064,0.0321,2.1303,154.0214,-83.5205,154.2187,-83.5243
253.9999,-0.0163,0.1947,-0.0163,0.0000,0.0325,0.0065,0.1557,5.1303,153.8220,-83.5044,154.0108,-83.5081
254.0199,-0.0150,0.0706,-0.0150,0.0000,0.0300,0.0065,0.0341,2.4715,153.6227,-83.4879,153.8329,-83.4941
254.0399,-0.0192,0.1770,-0.0192,0.0000,0.0384,0.0065,0.1320,5.4715,153.4235,-83.4701,153.6074,-83.4762
254.0599,-0.0141,-0.0501,-0.0141,0.0000,0.0281,0.0065,-0.0848,2.4715,153.2243,-83.4518,153.4354,-83.4625
254.0799,-0.0162,0.0613,-0.0162,0.0000,0.0324,0.0066,0.0223,2.1458,153.0252,-83.4329,153.2099,-83.4445
254.0999,-0.0075,-0.2108,-0.0075,0.0000,0.0150,0.0066,-0.2325,-0.8542,152.8261,-83.4143,153.0322,-83.4302
254.1199,-0.0016,-0.2587,-0.0016,0.0000,0.0032,0.0066,-0.2684,-3.8542,152.6269,-83.3966,152.8248,-83.4134
254.1399,0.0007,-0.1774,0.0007,0.0000,-0.0014,0.0066,-0.1826,-6.2094,152.4276,-83.3802,152.6269,-83.3973
254.1599,0.0012,-0.0913,0.0012,0.0000,-0.0025,0.0066,-0.0954,-3.2094,152.2282,-83.3645,152.4285,-83.3810
254.1799,0.0025,-0.0755,0.0025,0.0000,-0.0050,0.0066,-0.0772,-2.6440,152.0288,-83.3494,152.2307,-83.3648
254.1999,-0.0122,0.4060,-0.0122,0.0000,0.0244,0.0066,0.3750,0.3560,151.8293,-83.3343,152.0410,-83.3491
254.2199,-0.0029,-0.0814,-0.0029,0.0000,0.0058,0.0066,-0.0938,-2.6440,151.6299,-83.3197,151.8290,-83.3314
254.2399,-0.0100,0.1826,-0.0100,0.0000,0.0199,0.0066,0.1560,0.3560,151.4304,-83.3051,151.6389,-83.3155
254.2599,-0.0097,0.0887,-0.0097,0.0000,0.0195,0.0067,0.0626,3.1053,151.2310,-83.2898,151.4243,-83.2975
254.2799,-0.0142,0.1885,-0.0142,0.0000,0.0285,0.0067,0.1533,6.1053,151.0317,-83.2731,151.2431,-83.2822
254.2999,-0.0088,-0.0595,-0.0088,0.0000,0.0176,0.0067,-0.0838,3.1053,150.8324,-83.2557,151.0315,-83.2643
254.3199,-0.0118,0.0754,-0.0118,0.0000,0.0235,0.0067,0.0452,2.6400,150.6333,-83.2377,150.8249,-83.2466
254.3399,-0.0097,-0.0120,-0.0097,0.0000,0.0193,0.0068,-0.0381,-0.3600,150.4341,-83.2198,150.6278,-83.2297
254.3599,-0.0081,-0.0378,-0.0081,0.0000,0.0162,0.0068,-0.0607,-1.3225,150.2348,-83.2022,150.4301,-83.2127
254.3799,-0.0068,-0.0440,-0.0068,0.0000,0.0135,0.0068,-0.0643,-1.5412,150.0356,-83.1849,150.2332,-83.1957
254.3999,-0.0104,0.0995,-0.0104,0.0000,0.0207,0.0068,0.0720,1.4588,149.8364,-83.1673,150.0442,-83.1792
254.4199,-0.0073,-0.0322,-0.0073,0.0000,0.0146,0.0068,-0.0536,-1.1281,149.6371,-83.1500,149.8332,-83.1608
254.4399,-0.0090,0.0493,-0.0090,0.0000,0.0180,0.0068,0.0245,1.7268,149.4379,-83.1323,149.6440,-83.1442
254.4599,-0.0105,0.0788,-0.0105,0.0000,0.0209,0.0069,0.0510,2.7564,149.2387,-83.1140,149.4301,-83.1253
254.4799,-0.0118,0.0916,-0.0118,0.0000,0.0237,0.0069,0.0611,3.2067,149.0396,-83.0949,149.2496,-83.1094
254.4999,-0.0044,-0.1659,-0.0044,0.0000,0.0087,0.0069,-0.1815,0.2067,148.8406,-83.0758,149.0389,-83.0906
254.5199,-0.0081,0.0478,-0.0081,0.0000,0.0163,0.0069,0.0247,1.6742,148.6415,-83.0564,148.8333,-83.0722
254.5399,-0.0047,-0.0684,-0.0047,0.0000,0.0094,0.0069,-0.0847,-1.3258,148.4424,-83.0372,148.6371,-83.0546
254.5599,-0.0023,-0.0928,-0.0023,0.0000,0.0046,0.0069,-0.1043,-3.2495,148.2433,-83.0188,148.4402,-83.0369
254.5799,0.0008,-0.1281,0.0008,0.0000,-0.0017,0.0069,-0.1334,-4.4847,148.0441,-83.0013,148.2440,-83.0192
254.5999,-0.0119,0.3261,-0.0119,0.0000,0.0238,0.0069,0.2954,-1.4847,147.8448,-82.9842,148.0559,-83.0021
254.6199,-0.0016,-0.1445,-0.0016,0.0000,0.0033,0.0069,-0.1547,-4.4847,147.6454,-82.9681,147.8458,-82.9829
254.6399,-0.0123,0.2593,-0.0123,0.0000,0.0246,0.0070,0.2278,-1.4847,147.4461,-82.9523,147.6575,-82.9656
254.6599,-0.0090,0.0331,-0.0090,0.0000,0.0179,0.0070,0.0082,1.1595,147.2467,-82.9362,147.4532,-82.9469
254.6799,-0.0190,0.3295,-0.0190,0.0000,0.0381,0.0070,0.2844,4.1595,147.0474,-82.9193,147.2305,-82.9263
254.6999,-0.0120,-0.0381,-0.0120,0.0000,0.0241,0.0070,-0.0692,1.1595,146.8482,-82.9021,147.0551,-82.9100
254.7199,-0.0113,-0.0208,-0.0113,0.0000,0.0226,0.0071,-0.0505,-0.7268,146.6489,-82.8850,146.8505,-82.8910
254.7399,-0.0137,0.0797,-0.0137,0.0000,0.0275,0.0071,0.0451,2.2732,146.4497,-82.8674,146.6551,-82.8727
254.7599,-0.0162,0.1274,-0.0162,0.0000,0.0324,0.0071,0.0879,4.4585,146.2505,-82.8488,146.4592,-82.8543
254.7799,-0.0150,0.0424,-0.0150,0.0000,0.0299,0.0072,0.0053,1.4828,146.0514,-82.8299,146.2468,-82.8343
254.7999,-0.0174,0.1123,-0.0174,0.0000,0.0348,0.0072,0.0703,3.9295,145.8524,-82.8102,146.0424,-82.8150
254.8199,-0.0191,0.1250,-0.0191,0.0000,0.0383,0.0072,0.0795,4.3755,145.6535,-82.7894,145.8675,-82.7985
254.8399,-0.0143,-0.0644,-0.0143,0.0000,0.0286,0.0073,-0.1002,1.3755,145.4546,-82.7684,145.6459,-82.7773
254.8599,-0.0161,0.0462,-0.0161,0.0000,0.0322,0.0073,0.0067,1.6179,145.2558,-82.7470,145.4424,-82.7579
254.8799,-0.0071,-0.2270,-0.0071,0.0000,0.0142,0.0073,-0.2485,-1.3821,145.0569,-82.7259,145.2549,-82.7399
254.8999,-0.0123,0.0658,-0.0123,0.0000,0.0245,0.0073,0.0340,1.6179,144.8580,-82.7044,145.0462,-82.7199
254.9199,-0.0030,-0.2279,-0.0030,0.0000,0.0061,0.0073,-0.2414,-1.3821,144.6591,-82.6832,144.8597,-82.7018
254.9399,-0.0060,-0.0040,-0.0060,0.0000,0.0121,0.0073,-0.0234,-0.1396,144.4603,-82.6621,144.6652,-82.6830
254.9599,0.0102,-0.4752,0.0102,0.0000,-0.0204,0.0073,-0.4622,-3.1396,144.2613,-82.6417,144.4703,-82.6641
254.9799,0.0151,-0.3640,0.0151,0.0000,-0.0302,0.0073,-0.3411,-6.1396,144.0622,-82.6226,144.2760,-82.6451
254.9999,0.0023,0.2086,0.0023,0.0000,-0.0045,0.0073,0.2058,-3.1396,143.8631,-82.6043,144.0604,-82.6240
255.0199,0.0101,-0.1412,0.0101,0.0000,-0.0203,0.0073,-0.1282,-4.9403,143.6638,-82.5870,143.8731,-82.6056
255.0399,-0.0117,0.5815,-0.0117,0.0000,0.0234,0.0073,0.5508,-1.9403,143.4645,-82.5702,143.6525,-82.5839
255.0599,-0.0137,0.3345,-0.0137,0.0000,0.0274,0.0073,0.2998,1.0597,143.2652,-82.5531,143.4777,-82.5667
255.0799,-0.0087,0.0197,-0.0087,0.0000,0.0175,0.0073,-0.0051,0.6901,143.0660,-82.5359,143.2615,-82.5452
255.0999,-0.0149,0.2064,-0.0149,0.0000,0.0298,0.0074,0.1693,3.6901,142.8668,-82.5179,143.0560,-82.5248
255.1199,-0.0135,0.0713,-0.0135,0.0000,0.0271,0.0074,0.0369,2.4960,142.6677,-82.4993,142.8744,-82.5067
255.1399,-0.0141,0.0684,-0.0141,0.0000,0.0282,0.0074,0.0327,2.3925,142.4686,-82.4802,142.6640,-82.4857
255.1599,-0.0160,0.1063,-0.0160,0.0000,0.0320,0.0075,0.0669,3.7205,142.2696,-82.4602,142.4777,-82.4670
255.1799,-0.0145,0.0253,-0.0145,0.0000,0.0291,0.0075,-0.0112,0.8872,142.0706,-82.4401,142.2674,-82.4459
255.1999,-0.0150,0.0459,-0.0150,0.0000,0.0300,0.0075,0.0084,1.6060,141.8716,-82.4196,142.0666,-82.4256
255.2199,-0.0166,0.0894,-0.0166,0.0000,0.0332,0.0076,0.0486,3.1276,141.6728,-82.3984,141.8825,-82.4070
255.2399,-0.0131,-0.0414,-0.0131,0.0000,0.0263,0.0076,-0.0753,0.1276,141.4739,-82.3771,141.6778,-82.3862
255.2599,-0.0178,0.1387,-0.0178,0.0000,0.0355,0.0076,0.0955,3.1276,141.2751,-82.3552,141.4617,-82.3642
255.2799,-0.0162,0.0387,-0.0162,0.0000,0.0324,0.0076,-0.0013,1.3546,141.0764,-82.3330,141.2888,-82.3466
255.2999,-0.0109,-0.1173,-0.0109,0.0000,0.0219,0.0077,-0.1469,-1.6454,140.8775,-82.3111,141.0698,-82.3242
255.3199,-0.0105,-0.0475,-0.0105,0.0000,0.0211,0.0077,-0.0763,-1.6625,140.6787,-82.2896,140.8700,-82.3037
255.3399,-0.0089,-0.0554,-0.0089,0.0000,0.0177,0.0077,-0.0808,-1.9388,140.4798,-82.2686,140.6862,-82.2848
255.3599,-0.0092,0.0006,-0.0092,0.0000,0.0185,0.0077,-0.0256,0.0207,140.2809,-82.2475,140.4881,-82.2644
255.3799,-0.0051,-0.1088,-0.0051,0.0000,0.0102,0.0077,-0.1267,-2.9793,140.0820,-82.2271,140.2790,-82.2428
255.3999,-0.0126,0.1859,-0.0126,0.0000,0.0252,0.0078,0.1530,0.0207,139.8830,-82.2067,140.0941,-82.2237
255.4199,-0.0097,0.0138,-0.0097,0.0000,0.0194,0.0078,-0.0134,0.4815,139.6841,-82.1862,139.8752,-82.2009
255.4399,-0.0053,-0.1084,-0.0053,0.0000,0.0107,0.0078,-0.1269,-2.5185,139.4851,-82.1662,139.6862,-82.1813
255.4599,-0.0169,0.3072,-0.0169,0.0000,0.0338,0.0078,0.2656,0.4815,139.2861,-82.1462,139.4700,-82.1587
255.4799,-0.0068,-0.1405,-0.0068,0.0000,0.0137,0.0078,-0.1620,-2.5185,139.0870,-82.1267,139.2852,-82.1394
255.4999,-0.0089,0.0111,-0.0089,0.0000,0.0178,0.0079,-0.0145,0.3900,138.8880,-82.1071,139.0840,-82.1183
255.5199,-0.0100,0.0521,-0.0100,0.0000,0.0200,0.0079,0.0242,1.8238,138.6890,-82.0871,138.8926,-82.0982
255.5399,-0.0172,0.2542,-0.0172,0.0000,0.0345,0.0079,0.2119,4.8238,138.4901,-82.0660,138.7038,-82.0783
255.5599,-0.0159,0.0970,-0.0159,0.0000,0.0318,0.0079,0.0572,3.3941,138.2913,-82.0442,138.4790,-82.0546
255.5799,-0.0148,0.0319,-0.0148,0.0000,0.0296,0.0080,-0.0056,1.1181,138.0925,-82.0221,138.2809,-82.0336
255.5999,-0.0093,-0.1295,-0.0093,0.0000,0.0186,0.0080,-0.1561,-1.8819,137.8937,-82.0005,138.0973,-82.0142
255.6199,-0.0102,-0.0161,-0.0102,0.0000,0.0203,0.0080,-0.0445,-0.5647,137.6949,-81.9789,137.9009,-81.9933
255.6399,-0.0075,-0.0709,-0.0075,0.0000,0.0150,0.0080,-0.0939,-2.4816,137.4960,-81.9580,137.6957,-81.9715
255.6599,-0.0173,0.2746,-0.0173,0.0000,0.0347,0.0081,0.2319,0.5184,137.2971,-81.9369,137.5122,-81.9519
255.6799,-0.0084,-0.1202,-0.0084,0.0000,0.0168,0.0081,-0.1451,-2.4816,137.0981,-81.9163,137.2950,-81.9287
255.6999,-0.0172,0.2218,-0.0172,0.0000,0.0343,0.0081,0.1793,0.5184,136.8992,-81.8957,137.1138,-81.9093
255.7199,-0.0116,-0.0454,-0.0116,0.0000,0.0231,0.0081,-0.0766,-1.5873,136.7003,-81.8754,136.8934,-81.8857
255.7399,-0.0105,-0.0347,-0.0105,0.0000,0.0210,0.0082,-0.0638,-1.2130,136.5013,-81.8553,136.7027,-81.8652
255.7599,-0.0135,0.0905,-0.0135,0.0000,0.0270,0.0082,0.0553,1.7870,136.3023,-81.8349,136.4960,-81.8429
255.7799,-0.0144,0.0873,-0.0144,0.0000,0.0288,0.0082,0.0503,3.0557,136.1034,-81.8138,136.2971,-81.8215
255.7999,-0.0173,0.1445,-0.0173,0.0000,0.0346,0.0082,0.1017,5.0581,135.9047,-81.7916,136.0938,-81.7995
255.8199,-0.0185,0.1253,-0.0185,0.0000,0.0371,0.0083,0.0799,4.3844,135.7060,-81.7684,135.9196,-81.7807
255.8399,-0.0135,-0.0681,-0.0135,0.0000,0.0271,0.0083,-0.1035,1.3844,135.5074,-81.7448,135.7153,-81.7585
255.8599,-0.0099,-0.1178,-0.0099,0.0000,0.0199,0.0083,-0.1460,-1.6156,135.3087,-81.7217,135.5039,-81.7355
255.8799,-0.0097,-0.0445,-0.0097,0.0000,0.0193,0.0083,-0.0722,-1.5566,135.1100,-81.6989,135.3033,-81.7137
255.8999,-0.0064,-0.1028,-0.0064,0.0000,0.0127,0.0084,-0.1239,-3.5985,134.9113,-81.6769,135.1092,-81.6926
255.9199,-0.0101,0.0785,-0.0101,0.0000,0.0203,0.0084,0.0498,-0.5985,134.7124,-81.6550,134.9201,-81.6719
255.9399,-0.0102,0.0530,-0.0102,0.0000,0.0204,0.0084,0.0241,1.8536,134.5137,-81.6327,134.7215,-81.6502
255.9599,-0.0057,-0.0955,-0.0057,0.0000,0.0114,0.0084,-0.1152,-1.1464,134.3149,-81.6106,134.5119,-81.6273
255.9799,-0.0062,-0.0165,-0.0062,0.0000,0.0124,0.0084,-0.0373,-0.5770,134.1161,-81.5887,134.3117,-81.6053
255.9999,-0.0161,0.3008,-0.0161,0.0000,0.0322,0.0085,0.2601,2.4230,133.9174,-81.5663,134.1319,-81.5856
256.0199,-0.0046,-0.1891,-0.0046,0.0000,0.0091,0.0085,-0.2067,-0.5770,133.7186,-81.5440,133.9195,-81.5622
256.0399,-0.0154,0.2500,-0.0154,0.0000,0.0308,0.0085,0.2107,2.4230,133.5200,-81.5211,133.7339,-81.5418
256.0599,-0.0031,-0.2353,-0.0031,0.0000,0.0062,0.0085,-0.2500,-0.5770,133.3213,-81.4984,133.5214,-81.5184
256.0799,-0.0021,-0.1248,-0.0021,0.0000,0.0042,0.0085,-0.1375,-3.5770,133.1225,-81.4764,133.3219,-81.4964
256.0999,-0.0097,0.1773,-0.0097,0.0000,0.0193,0.0085,0.1495,-0.5770,132.9237,-81.4546,133.1133,-81.4733
256.1199,-0.0083,0.0545,-0.0083,0.0000,0.0167,0.0085,0.0293,1.9084,132.7249,-81.4324,132.9159,-81.4515
256.1399,-0.0038,-0.0974,-0.0038,0.0000,0.0076,0.0086,-0.1135,-1.0916,132.5261,-81.4104,132.7283,-81.4307
256.1599,-0.0096,0.1402,-0.0096,0.0000,0.0193,0.0086,0.1123,1.9084,132.3274,-81.3880,132.5357,-81.4093
256.1799,-0.0021,-0.1489,-0.0021,0.0000,0.0041,0.0086,-0.1616,-1.0916,132.1286,-81.3658,132.3266,-81.3861
256.1999,-0.0022,-0.0548,-0.0022,0.0000,0.0044,0.0086,-0.0678,-1.9195,131.9298,-81.3441,132.1301,-81.3642
256.2199,-0.0053,0.0763,-0.0053,0.0000,0.0106,0.0086,0.0570,1.0805,131.7310,-81.3221,131.9349,-81.3425
256.2399,-0.0093,0.1644,-0.0093,0.0000,0.0187,0.0086,0.1371,4.0805,131.5323,-81.2992,131.7222,-81.3188
256.2599,-0.0108,0.1310,-0.0108,0.0000,0.0216,0.0086,0.1009,4.5863,131.3337,-81.2753,131.5219,-81.2965
256.2799,0.0090,-0.5168,0.0090,0.0000,-0.0181,0.0086,-0.5073,1.5863,131.1352,-81.2510,131.3427,-81.2765
256.2999,0.0023,-0.0338,0.0023,0.0000,-0.0047,0.0086,-0.0377,-1.1826,130.9367,-81.2270,131.1356,-81.2533
256.3199,0.0052,-0.0971,0.0052,0.0000,-0.0103,0.0086,-0.0954,-3.3992,130.7380,-81.2038,130.9394,-81.2314
256.3399,0.0051,-0.0419,0.0051,0.0000,-0.0102,0.0086,-0.0403,-1.4657,130.5394,-81.1809,130.7368,-81.2087
256.3599,0.0140,-0.2870,0.0140,0.0000,-0.0281,0.0086,-0.2675,-4.4657,130.3406,-81.1589,130.5515,-81.1880
256.3799,0.0087,0.0215,0.0087,0.0000,-0.0174,0.0085,0.0303,-1.4657,130.1417,-81.1373,130.3331,-81.1635
256.3999,0.0084,0.0151,0.0084,0.0000,-0.0167,0.0085,0.0233,0.5289,129.9429,-81.1156,130.1481,-81.1427
256.4199,0.0075,0.0277,0.0075,0.0000,-0.0150,0.0085,0.0342,0.9706,129.7441,-81.0937,129.9487,-81.1203
256.4399,0.0075,0.0073,0.0075,0.0000,-0.0151,0.0085,0.0139,0.2563,129.5453,-81.0717,129.7371,-81.0966
256.4599,0.0042,0.0997,0.0042,0.0000,-0.0084,0.0085,0.0996,3.2563,129.3466,-81.0490,129.5424,-81.0747
