Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
243.1599,-0.0107,0.0066,-0.0107,0.0000,0.0214,-0.0047,-0.0101,-1.1457,256.8537,-60.9682,257.0207,-60.8449
243.1799,-0.0110,0.0210,-0.0110,0.0000,0.0220,-0.0047,0.0037,0.7340,256.6884,-61.0807,256.8557,-60.9574
243.1999,-0.0101,-0.0064,-0.0101,0.0000,0.0203,-0.0047,-0.0220,-0.2233,256.5231,-61.1934,256.6894,-61.0707
243.2199,-0.0108,0.0264,-0.0108,0.0000,0.0216,-0.0046,0.0094,0.9256,256.3577,-61.3058,256.5248,-61.1827
243.2399,-0.0079,-0.0665,-0.0079,0.0000,0.0158,-0.0046,-0.0776,-2.0744,256.1926,-61.4187,256.3541,-61.2988
243.2599,-0.0126,0.1171,-0.0126,0.0000,0.0252,-0.0046,0.0965,0.9256,256.0273,-61.5314,256.1956,-61.4065
243.2799,-0.0112,0.0229,-0.0112,0.0000,0.0225,-0.0046,0.0050,0.8001,255.8620,-61.6439,256.0167,-61.5279
243.2999,-0.0103,-0.0062,-0.0103,0.0000,0.0207,-0.0046,-0.0223,-0.2158,255.6967,-61.7564,255.8608,-61.6336
243.3199,-0.0104,0.0071,-0.0104,0.0000,0.0208,-0.0045,-0.0091,0.2476,255.5313,-61.8689,255.6945,-61.7463
243.3399,-0.0176,0.2281,-0.0176,0.0000,0.0352,-0.0045,0.1974,3.2476,255.3654,-61.9807,255.5137,-61.8687
243.3599,-0.0108,-0.0861,-0.0108,0.0000,0.0215,-0.0045,-0.1032,0.2476,255.1995,-62.0923,255.3561,-61.9752
243.3799,-0.0100,-0.0507,-0.0100,0.0000,0.0201,-0.0045,-0.0663,-1.7734,255.0339,-62.2044,255.1913,-62.0865
243.3999,-0.0135,0.0905,-0.0135,0.0000,0.0270,-0.0044,0.0679,1.2266,254.8680,-62.3162,255.0206,-62.2017
243.4199,-0.0213,0.2856,-0.0213,0.0000,0.0426,-0.0044,0.2473,4.2266,254.7016,-62.4271,254.8469,-62.3188
243.4399,-0.0122,-0.1229,-0.0122,0.0000,0.0245,-0.0044,-0.1430,1.2266,254.5349,-62.5376,254.6895,-62.4248
243.4599,-0.0103,-0.1000,-0.0103,0.0000,0.0207,-0.0043,-0.1163,-1.7734,254.3685,-62.6486,254.5247,-62.5357
243.4799,-0.0146,0.0910,-0.0146,0.0000,0.0292,-0.0043,0.0662,1.2266,254.2019,-62.7592,254.3540,-62.6504
243.4999,-0.0068,-0.1768,-0.0068,0.0000,0.0137,-0.0043,-0.1861,-1.7734,254.0356,-62.8703,254.1955,-62.7567
243.5199,-0.0200,0.3199,-0.0200,0.0000,0.0400,-0.0043,0.2841,1.2266,253.8691,-62.9811,254.0166,-62.8767
243.5399,-0.0081,-0.1934,-0.0081,0.0000,0.0162,-0.0043,-0.2054,-1.7734,253.7028,-63.0923,253.8610,-62.9809
243.5599,-0.0082,-0.0763,-0.0082,0.0000,0.0164,-0.0042,-0.0885,-2.6717,253.5370,-63.2042,253.6946,-63.0921
243.5799,-0.0182,0.2725,-0.0182,0.0000,0.0365,-0.0042,0.2402,0.3283,253.3712,-63.3159,253.5484,-63.1899
243.5999,-0.0150,0.0427,-0.0150,0.0000,0.0300,-0.0042,0.0168,1.4934,253.2051,-63.4273,253.3563,-63.3180
243.6199,-0.0136,-0.0096,-0.0136,0.0000,0.0272,-0.0041,-0.0326,-0.3343,253.0390,-63.5388,253.1915,-63.4279
243.6399,-0.0123,-0.0291,-0.0123,0.0000,0.0246,-0.0041,-0.0496,-1.0172,252.8731,-63.6505,253.0425,-63.5270
243.6599,-0.0185,0.1843,-0.0185,0.0000,0.0371,-0.0041,0.1513,1.9828,252.7069,-63.7618,252.8815,-63.6340
243.6799,-0.0174,0.0674,-0.0174,0.0000,0.0349,-0.0040,0.0366,2.3595,252.5404,-63.8725,252.6895,-63.7615
243.6999,-0.0158,-0.0030,-0.0158,0.0000,0.0315,-0.0040,-0.0305,-0.1038,252.3738,-63.9832,252.5247,-63.8708
243.7199,-0.0140,-0.0394,-0.0140,0.0000,0.0279,-0.0040,-0.0634,-1.3798,252.2075,-64.0943,252.3757,-63.9694
243.7399,-0.0133,-0.0242,-0.0133,0.0000,0.0266,-0.0040,-0.0468,-0.8454,252.0413,-64.2055,252.1955,-64.0886
243.7599,-0.0239,0.3196,-0.0239,0.0000,0.0479,-0.0039,0.2756,2.1546,251.8747,-64.3163,252.0513,-64.1838
243.7799,-0.0155,-0.0864,-0.0155,0.0000,0.0310,-0.0039,-0.1135,-0.8454,251.7083,-64.4272,251.8609,-64.3093
243.7999,-0.0161,-0.0040,-0.0161,0.0000,0.0323,-0.0038,-0.0324,-0.1395,251.5420,-64.5382,251.6946,-64.4188
243.8199,-0.0241,0.2522,-0.0241,0.0000,0.0482,-0.0038,0.2078,2.8605,251.3751,-64.6485,251.5483,-64.5150
243.8399,-0.0203,0.0240,-0.0203,0.0000,0.0407,-0.0038,-0.0129,0.8391,251.2082,-64.7587,251.3562,-64.6410
243.8599,-0.0193,0.0005,-0.0193,0.0000,0.0386,-0.0037,-0.0344,0.0183,251.0412,-64.8688,251.1914,-64.7491
243.8799,-0.0220,0.1001,-0.0220,0.0000,0.0440,-0.0037,0.0598,3.0183,250.8738,-64.9782,251.0207,-64.8608
243.8999,-0.0269,0.2143,-0.0269,0.0000,0.0539,-0.0036,0.1641,6.0183,250.7055,-65.0862,250.8472,-64.9742
243.9199,-0.0183,-0.1336,-0.0183,0.0000,0.0367,-0.0036,-0.1667,3.0183,250.5367,-65.1935,250.6896,-65.0770
243.9399,-0.0150,-0.1410,-0.0150,0.0000,0.0300,-0.0036,-0.1674,0.0183,250.3679,-65.3007,250.5248,-65.1843
243.9599,-0.0148,-0.0533,-0.0148,0.0000,0.0296,-0.0035,-0.0794,-1.8662,250.1994,-65.4085,250.3541,-65.2953
243.9799,-0.0109,-0.1250,-0.0109,0.0000,0.0218,-0.0035,-0.1433,-4.3755,250.0315,-65.5172,250.1956,-65.3982
243.9999,-0.0151,0.0805,-0.0151,0.0000,0.0302,-0.0035,0.0537,-1.3755,249.8639,-65.6263,250.0167,-65.5142
244.0199,-0.0116,-0.0531,-0.0116,0.0000,0.0233,-0.0034,-0.0729,-1.8585,249.6965,-65.7358,249.8609,-65.6150
244.0399,-0.0135,0.0413,-0.0135,0.0000,0.0269,-0.0034,0.0179,1.1415,249.5290,-65.8450,249.6945,-65.7225
244.0599,-0.0164,0.1186,-0.0164,0.0000,0.0327,-0.0034,0.0893,4.1415,249.3608,-65.9533,249.5137,-65.8391
244.0799,-0.0136,-0.0137,-0.0136,0.0000,0.0272,-0.0034,-0.0375,1.1415,249.1925,-66.0613,249.3562,-65.9405
244.0999,-0.0149,0.0464,-0.0149,0.0000,0.0298,-0.0033,0.0199,1.6247,249.0239,-66.1689,249.1914,-66.0464
244.1199,-0.0134,-0.0110,-0.0134,0.0000,0.0267,-0.0033,-0.0344,-0.3848,248.8554,-66.2766,249.0207,-66.1559
244.1399,-0.0152,0.0620,-0.0152,0.0000,0.0303,-0.0033,0.0350,2.1717,248.6865,-66.3838,248.8559,-66.2614
244.1599,-0.0152,0.0423,-0.0152,0.0000,0.0303,-0.0032,0.0153,1.4819,248.5175,-66.4906,248.6722,-66.3788
244.1799,-0.0111,-0.0882,-0.0111,0.0000,0.0221,-0.0032,-0.1071,-1.5181,248.3486,-66.5978,248.5124,-66.4808
244.1999,-0.0130,0.0291,-0.0130,0.0000,0.0260,-0.0032,0.0063,1.0187,248.1796,-66.7048,248.3367,-66.5926
244.2199,-0.0115,-0.0187,-0.0115,0.0000,0.0230,-0.0032,-0.0385,-0.6533,248.0107,-66.8119,248.1782,-66.6934
244.2399,-0.0200,0.2567,-0.0200,0.0000,0.0400,-0.0031,0.2198,2.3467,247.8415,-66.9185,247.9907,-66.8123
244.2599,-0.0131,-0.0712,-0.0131,0.0000,0.0263,-0.0031,-0.0944,-0.6533,247.6723,-67.0252,247.8435,-66.9055
244.2799,-0.0108,-0.0877,-0.0108,0.0000,0.0216,-0.0031,-0.1062,-3.0679,247.5037,-67.1326,247.6632,-67.0194
244.2999,-0.0161,0.1296,-0.0161,0.0000,0.0322,-0.0031,0.1004,-0.0679,247.3350,-67.2401,247.4878,-67.1300
244.3199,-0.0119,-0.0530,-0.0119,0.0000,0.0237,-0.0030,-0.0737,-1.8544,247.1666,-67.3480,247.3279,-67.2306
244.3399,-0.0224,0.3034,-0.0224,0.0000,0.0449,-0.0030,0.2615,1.1456,246.9980,-67.4556,247.1442,-67.3459
244.3599,-0.0173,0.0048,-0.0173,0.0000,0.0346,-0.0030,-0.0269,0.1684,246.8294,-67.5632,246.9966,-67.4384
244.3799,-0.0172,0.0175,-0.0172,0.0000,0.0345,-0.0029,-0.0141,0.6116,246.6607,-67.6706,246.8211,-67.5481
244.3999,-0.0206,0.1267,-0.0206,0.0000,0.0413,-0.0029,0.0883,3.6116,246.4915,-67.7772,246.6440,-67.6586
244.4199,-0.0212,0.0932,-0.0212,0.0000,0.0423,-0.0028,0.0537,3.2612,246.3218,-67.8830,246.4864,-67.7567
244.4399,-0.0215,0.0736,-0.0215,0.0000,0.0430,-0.0028,0.0334,2.5769,246.1517,-67.9882,246.3054,-67.8691
244.4599,-0.0204,0.0226,-0.0204,0.0000,0.0408,-0.0027,-0.0155,0.7918,245.9815,-68.0932,246.1391,-67.9722
244.4799,-0.0249,0.1646,-0.0249,0.0000,0.0498,-0.0027,0.1175,3.7918,245.8107,-68.1974,245.9834,-68.0684
244.4999,-0.0195,-0.0619,-0.0195,0.0000,0.0390,-0.0027,-0.0982,0.7918,245.6398,-68.3013,245.8043,-68.1790
244.5199,-0.0194,-0.0087,-0.0194,0.0000,0.0389,-0.0026,-0.0449,-0.3045,245.4690,-68.4053,245.6241,-68.2899
244.5399,-0.0247,0.1730,-0.0247,0.0000,0.0494,-0.0026,0.1262,2.6955,245.2978,-68.5086,245.4751,-68.3814
244.5599,-0.0225,0.0392,-0.0225,0.0000,0.0451,-0.0025,-0.0033,1.3736,245.1263,-68.6116,245.2758,-68.5035
244.5799,-0.0145,-0.2004,-0.0145,0.0000,0.0289,-0.0025,-0.2268,-1.6264,244.9551,-68.7150,245.1204,-68.5985
244.5999,-0.0164,-0.0146,-0.0164,0.0000,0.0329,-0.0025,-0.0450,-0.5113,244.7840,-68.8186,244.9401,-68.7084
244.6199,-0.0145,-0.0483,-0.0145,0.0000,0.0290,-0.0024,-0.0748,-1.6904,244.6132,-68.9225,244.7826,-68.8042
244.6399,-0.0191,0.1308,-0.0191,0.0000,0.0382,-0.0024,0.0950,1.3096,244.4421,-69.0261,244.6180,-68.9040
244.6599,-0.0231,0.1989,-0.0231,0.0000,0.0463,-0.0024,0.1550,4.3096,244.2704,-69.1287,244.4190,-69.0244
244.6799,-0.0128,-0.1958,-0.0128,0.0000,0.0256,-0.0023,-0.2190,1.3096,244.0985,-69.2310,244.2662,-69.1166
244.6999,-0.0118,-0.1041,-0.0118,0.0000,0.0236,-0.0023,-0.1254,-1.6904,243.9269,-69.3337,244.0904,-69.2225
244.7199,-0.0164,0.1047,-0.0164,0.0000,0.0329,-0.0023,0.0740,1.3096,243.7551,-69.4361,243.9315,-69.3179
244.7399,-0.0109,-0.1018,-0.0109,0.0000,0.0218,-0.0022,-0.1214,-1.6904,243.5835,-69.5388,243.7513,-69.4259
244.7599,-0.0129,0.0242,-0.0129,0.0000,0.0257,-0.0022,0.0007,0.8480,243.4118,-69.6414,243.5722,-69.5328
244.7799,-0.0169,0.1433,-0.0169,0.0000,0.0337,-0.0022,0.1118,3.8480,243.2396,-69.7431,243.4169,-69.6253
244.7999,-0.0222,0.2409,-0.0222,0.0000,0.0444,-0.0021,0.1986,6.8480,243.0664,-69.8430,243.2174,-69.7438
244.8199,-0.0088,-0.2701,-0.0088,0.0000,0.0176,-0.0021,-0.2855,3.8480,242.8926,-69.9421,243.0598,-69.8371
244.8399,-0.0133,0.0237,-0.0133,0.0000,0.0266,-0.0021,-0.0008,0.8480,242.7188,-70.0409,242.8794,-69.9437
244.8599,-0.0079,-0.1380,-0.0079,0.0000,0.0158,-0.0021,-0.1517,-2.1520,242.5452,-70.1403,242.7242,-70.0352
244.8799,-0.0164,0.2013,-0.0164,0.0000,0.0328,-0.0021,0.1705,0.8480,242.3715,-70.2395,242.5594,-70.1320
244.8999,0.0044,-0.5139,0.0044,0.0000,-0.0087,-0.0021,-0.5031,-2.1520,242.1981,-70.3391,242.3759,-70.2395
244.9199,0.0063,-0.2915,0.0063,0.0000,-0.0126,-0.0021,-0.2768,-5.1520,242.0255,-70.4401,242.1954,-70.3448
244.9399,0.0126,-0.3261,0.0126,0.0000,-0.0252,-0.0021,-0.2987,-8.1520,241.8540,-70.5430,242.0165,-70.4490
244.9599,0.0078,-0.0165,0.0078,0.0000,-0.0157,-0.0021,0.0012,-5.1520,241.6832,-70.6471,241.8609,-70.5393
244.9799,-0.0164,0.7051,-0.0164,0.0000,0.0328,-0.0021,0.6745,-2.1520,241.5128,-70.7518,241.6948,-70.6355
244.9999,-0.0195,0.4221,-0.0195,0.0000,0.0390,-0.0020,0.3851,0.8480,241.3422,-70.8562,241.5225,-70.7349
245.0199,-0.0160,0.1038,-0.0160,0.0000,0.0320,-0.0020,0.0738,3.6343,241.1711,-70.9598,241.3388,-70.8406
245.0399,-0.0279,0.4185,-0.0279,0.0000,0.0558,-0.0020,0.3646,6.6343,240.9991,-71.0618,241.1443,-70.9521
245.0599,-0.0250,0.1279,-0.0250,0.0000,0.0500,-0.0019,0.0798,4.4762,240.8264,-71.1627,240.9795,-71.0463
245.0799,-0.0261,0.1163,-0.0261,0.0000,0.0522,-0.0019,0.0660,4.0698,240.6532,-71.2626,240.8086,-71.1436
245.0999,-0.0271,0.1101,-0.0271,0.0000,0.0542,-0.0018,0.0577,3.8545,240.4794,-71.3616,240.6440,-71.2371
245.1199,-0.0318,0.2173,-0.0318,0.0000,0.0635,-0.0017,0.1555,6.8545,240.3046,-71.4589,240.4517,-71.3459
245.1399,-0.0265,-0.0266,-0.0265,0.0000,0.0530,-0.0017,-0.0779,3.8545,240.1294,-71.5553,240.2881,-71.4382
245.1599,-0.0267,0.0220,-0.0267,0.0000,0.0533,-0.0016,-0.0297,0.8545,239.9540,-71.6514,240.1078,-71.5396
245.1799,-0.0234,-0.0603,-0.0234,0.0000,0.0467,-0.0016,-0.1054,-2.1097,239.7789,-71.7481,239.9488,-71.6287
245.1999,-0.0292,0.1739,-0.0292,0.0000,0.0585,-0.0015,0.1170,0.8903,239.6037,-71.8446,239.7512,-71.7390
245.2199,-0.0254,-0.0058,-0.0254,0.0000,0.0508,-0.0015,-0.0551,-0.2029,239.4286,-71.9411,239.6068,-71.8194
245.2399,-0.0206,-0.1173,-0.0206,0.0000,0.0413,-0.0014,-0.1571,-3.2029,239.2538,-72.0384,239.4145,-71.9260
245.2599,-0.0227,0.0311,-0.0227,0.0000,0.0453,-0.0014,-0.0129,-0.2029,239.0791,-72.1357,239.2520,-72.0158
245.2799,-0.0239,0.0763,-0.0239,0.0000,0.0479,-0.0013,0.0297,2.6700,238.9040,-72.2324,239.0598,-72.1216
245.2999,-0.0271,0.1555,-0.0271,0.0000,0.0543,-0.0013,0.1024,5.4408,238.7282,-72.3277,238.8797,-72.2204
245.3199,-0.0228,-0.0321,-0.0228,0.0000,0.0455,-0.0012,-0.0764,2.4408,238.5521,-72.4225,238.7242,-72.3053
245.3399,-0.0284,0.1781,-0.0284,0.0000,0.0568,-0.0012,0.1225,5.4408,238.3752,-72.5159,238.5594,-72.3951
245.3599,-0.0213,-0.1024,-0.0213,0.0000,0.0426,-0.0011,-0.1438,2.4408,238.1981,-72.6087,238.3760,-72.4946
245.3799,-0.0168,-0.1555,-0.0168,0.0000,0.0336,-0.0011,-0.1880,-0.5592,238.0210,-72.7016,238.1957,-72.5920
245.3999,-0.0184,-0.0030,-0.0184,0.0000,0.0368,-0.0011,-0.0388,-0.1058,237.8439,-72.7946,238.0254,-72.6838
245.4199,-0.0134,-0.1321,-0.0134,0.0000,0.0267,-0.0010,-0.1578,-3.1058,237.6672,-72.8883,237.8436,-72.7812
245.4399,-0.0115,-0.1007,-0.0115,0.0000,0.0229,-0.0010,-0.1226,-3.5244,237.4910,-72.9829,237.6634,-72.8775
245.4599,-0.0124,-0.0046,-0.0124,0.0000,0.0248,-0.0010,-0.0284,-0.5244,237.3149,-73.0777,237.4877,-72.9710
245.4799,-0.0135,0.0447,-0.0135,0.0000,0.0270,-0.0010,0.0186,1.5632,237.1385,-73.1720,237.3105,-73.0649
245.4999,-0.0211,0.2591,-0.0211,0.0000,0.0421,-0.0009,0.2179,4.5632,236.9616,-73.2652,237.1183,-73.1663
245.5199,-0.0150,-0.0426,-0.0150,0.0000,0.0300,-0.0009,-0.0717,1.5632,236.7844,-73.3581,236.9575,-73.2508
245.5399,-0.0158,0.0225,-0.0158,0.0000,0.0317,-0.0009,-0.0083,0.7873,236.6072,-73.4507,236.7826,-73.3423
245.5599,-0.0243,0.2808,-0.0243,0.0000,0.0487,-0.0008,0.2329,3.7873,236.4294,-73.5424,236.5833,-73.4462
245.5799,-0.0157,-0.1084,-0.0157,0.0000,0.0313,-0.0008,-0.1389,0.7873,236.2516,-73.6339,236.4278,-73.5268
245.5999,-0.0149,-0.0545,-0.0149,0.0000,0.0297,-0.0008,-0.0834,-1.9062,236.0740,-73.7259,236.2489,-73.6193
245.6199,-0.0149,-0.0077,-0.0149,0.0000,0.0298,-0.0007,-0.0367,-0.2683,235.8964,-73.8179,236.0686,-73.7120
245.6399,-0.0161,0.0500,-0.0161,0.0000,0.0322,-0.0007,0.0184,1.7483,235.7187,-73.9095,235.8922,-73.8024
245.6599,-0.0167,0.0558,-0.0167,0.0000,0.0333,-0.0007,0.0231,1.9527,235.5406,-74.0006,235.7120,-73.8943
245.6799,-0.0246,0.2786,-0.0246,0.0000,0.0491,-0.0006,0.2301,4.9527,235.3620,-74.0905,235.5483,-73.9773
245.6999,-0.0171,-0.0720,-0.0171,0.0000,0.0342,-0.0006,-0.1056,1.9527,235.1830,-74.1799,235.3561,-74.0745
245.7199,-0.0169,-0.0200,-0.0169,0.0000,0.0337,-0.0005,-0.0532,-0.7009,235.0042,-74.2695,235.1789,-74.1636
245.7399,-0.0165,0.0001,-0.0165,0.0000,0.0331,-0.0005,-0.0325,0.0033,234.8254,-74.3591,234.9967,-74.2548
245.7599,-0.0174,0.0426,-0.0174,0.0000,0.0347,-0.0005,0.0083,1.4906,234.6464,-74.4483,234.8210,-74.3423
245.7799,-0.0183,0.0667,-0.0183,0.0000,0.0367,-0.0004,0.0305,2.3359,234.4671,-74.5369,234.6439,-74.4301
245.7999,-0.0196,0.0867,-0.0196,0.0000,0.0391,-0.0004,0.0480,3.0353,234.2874,-74.6248,234.4516,-74.5250
245.8199,-0.0194,0.0560,-0.0194,0.0000,0.0389,-0.0004,0.0175,1.9602,234.1075,-74.7121,234.2879,-74.6053
245.8399,-0.0187,0.0256,-0.0187,0.0000,0.0375,-0.0003,-0.0115,0.8972,233.9275,-74.7993,234.1077,-74.6934
245.8599,-0.0204,0.0828,-0.0204,0.0000,0.0409,-0.0003,0.0422,2.8990,233.7471,-74.8857,233.9313,-74.7792
245.8799,-0.0173,-0.0330,-0.0173,0.0000,0.0347,-0.0002,-0.0674,-0.1010,233.5668,-74.9721,233.7337,-74.8747
245.8999,-0.0218,0.1382,-0.0218,0.0000,0.0436,-0.0002,0.0947,2.8990,233.3861,-75.0578,233.5462,-74.9649
245.9199,-0.0191,0.0037,-0.0191,0.0000,0.0382,-0.0002,-0.0343,0.1307,233.2053,-75.1435,233.3907,-75.0393
245.9399,-0.0167,-0.0470,-0.0167,0.0000,0.0335,-0.0001,-0.0803,-1.6439,233.0248,-75.2295,233.1914,-75.1342
245.9599,-0.0151,-0.0519,-0.0151,0.0000,0.0302,-0.0001,-0.0819,-1.8162,232.8445,-75.3161,233.0205,-75.2151
245.9799,-0.0245,0.2756,-0.0245,0.0000,0.0490,0.0000,0.2266,1.1838,232.6640,-75.4023,232.8210,-75.3090
245.9999,-0.0187,-0.0253,-0.0187,0.0000,0.0373,0.0000,-0.0626,-0.8849,232.4837,-75.4888,232.6612,-75.3839
246.0199,-0.0236,0.1558,-0.0236,0.0000,0.0471,0.0000,0.1086,2.1151,232.3031,-75.5747,232.4863,-75.4654
246.0399,-0.0232,0.0831,-0.0232,0.0000,0.0463,0.0001,0.0367,2.9072,232.1222,-75.6599,232.2879,-75.5573
246.0599,-0.0244,0.1008,-0.0244,0.0000,0.0489,0.0001,0.0518,3.5273,231.9408,-75.7442,232.1077,-75.6403
246.0799,-0.0251,0.0916,-0.0251,0.0000,0.0502,0.0002,0.0413,3.2066,231.7590,-75.8277,231.9314,-75.7210
246.0999,-0.0259,0.0936,-0.0259,0.0000,0.0518,0.0002,0.0416,3.2775,231.5769,-75.9104,231.7512,-75.8030
246.1199,-0.0306,0.2103,-0.0306,0.0000,0.0612,0.0003,0.1488,6.2775,231.3941,-75.9914,231.5810,-75.8800
246.1399,-0.0260,-0.0100,-0.0260,0.0000,0.0520,0.0003,-0.0624,3.2775,231.2109,-76.0716,231.3909,-75.9656
246.1599,-0.0257,0.0149,-0.0257,0.0000,0.0513,0.0004,-0.0368,0.5225,231.0276,-76.1517,231.1916,-76.0547
246.1799,-0.0221,-0.0697,-0.0221,0.0000,0.0443,0.0004,-0.1144,-2.4385,230.8446,-76.2324,231.0207,-76.1307
246.1999,-0.0273,0.1468,-0.0273,0.0000,0.0545,0.0005,0.0918,0.5615,230.6615,-76.3130,230.8210,-76.2189
246.2199,-0.0240,-0.0025,-0.0240,0.0000,0.0479,0.0005,-0.0510,-0.0892,230.4785,-76.3936,230.6611,-76.2890
246.2399,-0.0293,0.1838,-0.0293,0.0000,0.0585,0.0006,0.1247,2.9108,230.2951,-76.4734,230.4862,-76.3653
246.2599,-0.0232,-0.0653,-0.0232,0.0000,0.0465,0.0006,-0.1124,-0.0892,230.1118,-76.5532,230.2879,-76.4513
246.2799,-0.0247,0.0415,-0.0247,0.0000,0.0494,0.0007,-0.0086,1.4539,229.9282,-76.6327,230.1078,-76.5288
246.2999,-0.0267,0.1055,-0.0267,0.0000,0.0534,0.0008,0.0513,3.6912,229.7443,-76.7113,229.9096,-76.6136
246.3199,-0.0253,0.0350,-0.0253,0.0000,0.0506,0.0008,-0.0164,1.2243,229.5602,-76.7895,229.7338,-76.6883
246.3399,-0.0262,0.0699,-0.0262,0.0000,0.0523,0.0009,0.0168,2.4475,229.3759,-76.8671,229.5463,-76.7674
246.3599,-0.0282,0.1206,-0.0282,0.0000,0.0563,0.0009,0.0633,4.2195,229.1911,-76.9436,229.3561,-76.8470
246.3799,-0.0259,0.0172,-0.0259,0.0000,0.0518,0.0010,-0.0355,1.2196,229.0062,-77.0198,229.1789,-76.9208
246.3999,-0.0256,0.0278,-0.0256,0.0000,0.0511,0.0010,-0.0243,0.9736,228.8212,-77.0957,228.9968,-76.9960
246.4199,-0.0258,0.0469,-0.0258,0.0000,0.0515,0.0011,-0.0056,1.6423,228.6360,-77.1712,228.8087,-77.0732
246.4399,-0.0316,0.2253,-0.0316,0.0000,0.0632,0.0011,0.1609,4.6423,228.4503,-77.2455,228.6092,-77.1544
246.4599,-0.0286,0.0461,-0.0286,0.0000,0.0572,0.0012,-0.0124,1.6423,228.2644,-77.3194,228.4539,-77.2172
246.4799,-0.0253,-0.0459,-0.0253,0.0000,0.0506,0.0012,-0.0977,-1.3577,228.0787,-77.3937,228.2489,-77.2994
246.4999,-0.0246,-0.0128,-0.0246,0.0000,0.0492,0.0013,-0.0633,-0.4479,227.8930,-77.4680,228.0687,-77.3712
246.5199,-0.0271,0.0962,-0.0271,0.0000,0.0541,0.0013,0.0407,2.5521,227.7071,-77.5417,227.8922,-77.4410
246.5399,-0.0264,0.0533,-0.0264,0.0000,0.0528,0.0014,-0.0009,1.8648,227.5210,-77.6149,227.6946,-77.5184
246.5599,-0.0295,0.1460,-0.0295,0.0000,0.0589,0.0015,0.0856,4.8648,227.3344,-77.6868,227.5224,-77.5855
246.5799,-0.0270,0.0260,-0.0270,0.0000,0.0541,0.0015,-0.0296,1.8648,227.1476,-77.7583,227.3279,-77.6606
246.5999,-0.0312,0.1661,-0.0312,0.0000,0.0624,0.0016,0.1022,4.8648,226.9603,-77.8285,227.1529,-77.7276
246.6199,-0.0268,-0.0214,-0.0268,0.0000,0.0536,0.0016,-0.0766,1.8648,226.7728,-77.8981,226.9576,-77.8018
246.6399,-0.0303,0.1261,-0.0303,0.0000,0.0606,0.0017,0.0638,4.4138,226.5849,-77.9667,226.7480,-77.8807
246.6599,-0.0253,-0.0588,-0.0253,0.0000,0.0506,0.0017,-0.1112,1.4138,226.3969,-78.0348,226.5855,-77.9414
246.6799,-0.0226,-0.0787,-0.0226,0.0000,0.0451,0.0018,-0.1256,-1.5862,226.2090,-78.1034,226.3932,-78.0125
246.6999,-0.0227,-0.0056,-0.0227,0.0000,0.0453,0.0018,-0.0528,-0.1972,226.0211,-78.1720,226.1956,-78.0851
246.7199,-0.0253,0.1031,-0.0253,0.0000,0.0506,0.0019,0.0506,2.8028,225.8330,-78.2399,226.0253,-78.1470
246.7399,-0.0225,-0.0098,-0.0225,0.0000,0.0450,0.0019,-0.0567,-0.1972,225.6449,-78.3078,225.8218,-78.2204
246.7599,-0.0246,0.0853,-0.0246,0.0000,0.0492,0.0020,0.0341,2.8028,225.4565,-78.3750,225.6459,-78.2833
246.7799,-0.0249,0.0758,-0.0249,0.0000,0.0499,0.0020,0.0239,2.6533,225.2679,-78.4415,225.4405,-78.3559
246.7999,-0.0261,0.0970,-0.0261,0.0000,0.0522,0.0021,0.0428,3.3946,225.0790,-78.5072,225.2498,-78.4228
246.8199,-0.0266,0.0881,-0.0266,0.0000,0.0532,0.0021,0.0328,3.0839,224.8898,-78.5720,225.0598,-78.4888
246.8399,-0.0236,-0.0201,-0.0236,0.0000,0.0471,0.0022,-0.0694,0.0839,224.7006,-78.6367,224.8796,-78.5507
246.8599,-0.0240,0.0315,-0.0240,0.0000,0.0480,0.0022,-0.0187,1.1020,224.5112,-78.7012,224.6894,-78.6155
246.8799,-0.0260,0.1011,-0.0260,0.0000,0.0520,0.0023,0.0469,3.5400,224.3216,-78.7648,224.5122,-78.6752
246.8999,-0.0261,0.0784,-0.0261,0.0000,0.0522,0.0023,0.0239,2.7430,224.1317,-78.8276,224.3055,-78.7443
246.9199,-0.0293,0.1611,-0.0293,0.0000,0.0586,0.0024,0.1001,5.6401,223.9414,-78.8889,224.1391,-78.7992
246.9399,-0.0239,-0.0556,-0.0239,0.0000,0.0478,0.0024,-0.1058,2.6401,223.7508,-78.9495,223.9312,-78.8672
246.9599,-0.0240,0.0047,-0.0240,0.0000,0.0479,0.0025,-0.0457,0.1655,223.5602,-79.0101,223.7510,-78.9255
246.9799,-0.0236,0.0193,-0.0236,0.0000,0.0472,0.0025,-0.0304,0.6742,223.3695,-79.0704,223.5461,-78.9911
246.9999,-0.0235,0.0332,-0.0235,0.0000,0.0470,0.0026,-0.0163,1.1623,223.1787,-79.1305,223.3560,-79.0512
247.0199,-0.0238,0.0527,-0.0238,0.0000,0.0477,0.0026,0.0024,1.8436,222.9878,-79.1901,223.1788,-79.1067
247.0399,-0.0233,0.0359,-0.0233,0.0000,0.0466,0.0027,-0.0134,1.2556,222.7968,-79.2493,222.9793,-79.1684
