Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
262.9199,-0.0073,-0.0757,-0.0073,0.0000,0.0145,0.0095,-0.0997,-2.1495,65.4535,-71.1086,65.6511,-71.1575
262.9399,-0.0086,0.0204,-0.0086,0.0000,0.0172,0.0095,-0.0064,0.7138,65.2611,-71.0542,65.4500,-71.1007
262.9599,-0.0080,0.0062,-0.0080,0.0000,0.0160,0.0096,-0.0194,0.2154,65.0686,-70.9998,65.2590,-71.0465
262.9799,-0.0086,0.0338,-0.0086,0.0000,0.0172,0.0096,0.0071,1.1825,64.8763,-70.9450,65.0749,-70.9939
262.9999,-0.0092,0.0469,-0.0092,0.0000,0.0183,0.0096,0.0190,1.6399,64.6840,-70.8898,64.8830,-70.9388
263.0199,-0.0130,0.1512,-0.0130,0.0000,0.0260,0.0096,0.1156,4.6399,64.4922,-70.8333,64.6960,-70.8848
263.0399,-0.0096,-0.0158,-0.0096,0.0000,0.0191,0.0096,-0.0446,1.6399,64.3004,-70.7764,64.5000,-70.8279
263.0599,-0.0121,0.0856,-0.0121,0.0000,0.0242,0.0097,0.0517,2.9948,64.1089,-70.7187,64.2925,-70.7673
263.0799,-0.0057,-0.1355,-0.0057,0.0000,0.0114,0.0097,-0.1565,-0.0052,63.9174,-70.6611,64.1080,-70.7131
263.0999,-0.0087,0.0425,-0.0087,0.0000,0.0174,0.0097,0.0154,1.4888,63.7260,-70.6030,63.9260,-70.6594
263.1199,-0.0082,0.0173,-0.0082,0.0000,0.0163,0.0097,-0.0087,0.6057,63.5347,-70.5447,63.7342,-70.6025
263.1399,-0.0079,0.0140,-0.0079,0.0000,0.0158,0.0097,-0.0115,0.4908,63.3434,-70.4863,63.5278,-70.5409
263.1599,-0.0060,-0.0374,-0.0060,0.0000,0.0119,0.0097,-0.0590,-1.3084,63.1520,-70.4283,63.3380,-70.4839
263.1799,-0.0063,0.0044,-0.0063,0.0000,0.0125,0.0097,-0.0179,0.1537,62.9606,-70.3702,63.1462,-70.4260
263.1999,-0.0022,-0.1072,-0.0022,0.0000,0.0044,0.0097,-0.1213,-2.8463,62.7690,-70.3129,62.9588,-70.3691
263.2199,-0.0111,0.2278,-0.0111,0.0000,0.0223,0.0098,0.1958,0.1537,62.5774,-70.2556,62.7800,-70.3146
263.2399,-0.0085,0.0394,-0.0085,0.0000,0.0170,0.0098,0.0126,1.3784,62.3859,-70.1978,62.5708,-70.2503
263.2599,-0.0056,-0.0525,-0.0056,0.0000,0.0113,0.0098,-0.0736,-1.6216,62.1943,-70.1406,62.3906,-70.1947
263.2799,-0.0080,0.0604,-0.0080,0.0000,0.0161,0.0098,0.0345,1.3784,62.0028,-70.0829,62.2008,-70.1358
263.2999,-0.0118,0.1526,-0.0118,0.0000,0.0236,0.0098,0.1192,4.3784,61.8117,-70.0241,62.0131,-70.0772
263.3199,-0.0114,0.0737,-0.0114,0.0000,0.0227,0.0099,0.0411,2.5781,61.6207,-69.9646,61.8087,-70.0131
263.3399,-0.0115,0.0555,-0.0115,0.0000,0.0230,0.0099,0.0226,1.9416,61.4299,-69.9045,61.6190,-69.9532
263.3599,-0.0108,0.0229,-0.0108,0.0000,0.0217,0.0099,-0.0087,0.8018,61.2392,-69.8443,61.4337,-69.8943
263.3799,-0.0172,0.2190,-0.0172,0.0000,0.0345,0.0099,0.1745,3.8018,61.0488,-69.7830,61.2304,-69.8294
263.3999,-0.0116,-0.0464,-0.0116,0.0000,0.0232,0.0100,-0.0796,0.8018,60.8585,-69.7215,61.0498,-69.7714
263.4199,-0.0151,0.1031,-0.0151,0.0000,0.0303,0.0100,0.0628,3.6088,60.6685,-69.6591,60.8716,-69.7139
263.4399,-0.0161,0.0980,-0.0161,0.0000,0.0323,0.0100,0.0557,3.4317,60.4788,-69.5958,60.6602,-69.6453
263.4599,-0.0093,-0.1377,-0.0093,0.0000,0.0186,0.0100,-0.1663,0.4317,60.2891,-69.5323,60.4818,-69.5870
263.4799,-0.0093,-0.0449,-0.0093,0.0000,0.0186,0.0101,-0.0735,-1.5711,60.0993,-69.4693,60.2959,-69.5259
263.4999,-0.0158,0.1893,-0.0158,0.0000,0.0315,0.0101,0.1477,1.4289,59.9097,-69.4059,60.1148,-69.4661
263.5199,-0.0075,-0.1404,-0.0075,0.0000,0.0149,0.0101,-0.1654,-1.5711,59.7198,-69.3428,59.9119,-69.3987
263.5399,-0.0080,-0.0313,-0.0080,0.0000,0.0161,0.0101,-0.0575,-1.0941,59.5299,-69.2801,59.7239,-69.3359
263.5599,-0.0095,0.0442,-0.0095,0.0000,0.0190,0.0101,0.0151,1.5465,59.3402,-69.2170,59.5359,-69.2727
263.5799,-0.0119,0.1091,-0.0119,0.0000,0.0239,0.0102,0.0750,3.8177,59.1507,-69.1529,59.3497,-69.2098
263.5999,-0.0120,0.0689,-0.0120,0.0000,0.0240,0.0102,0.0347,2.4124,58.9615,-69.0881,59.1601,-69.1454
263.6199,-0.0119,0.0459,-0.0119,0.0000,0.0237,0.0102,0.0119,1.6051,58.7724,-69.0229,58.9707,-69.0806
263.6399,-0.0155,0.1474,-0.0155,0.0000,0.0310,0.0102,0.1061,4.6051,58.5838,-68.9565,58.7869,-69.0175
263.6599,-0.0138,0.0381,-0.0138,0.0000,0.0276,0.0103,0.0002,1.6051,58.3953,-68.8896,58.5967,-68.9517
263.6799,-0.0083,-0.1257,-0.0083,0.0000,0.0167,0.0103,-0.1527,-1.3949,58.2066,-68.8232,58.3945,-68.8814
263.6999,-0.0081,-0.0485,-0.0081,0.0000,0.0161,0.0103,-0.0749,-1.6971,58.0178,-68.7572,58.2055,-68.8152
263.7199,-0.0122,0.1159,-0.0122,0.0000,0.0244,0.0103,0.0813,1.3029,57.8292,-68.6908,58.0294,-68.7532
263.7399,-0.0082,-0.0471,-0.0082,0.0000,0.0165,0.0103,-0.0739,-1.6490,57.6404,-68.6249,57.8298,-68.6826
263.7599,-0.0105,0.0622,-0.0105,0.0000,0.0210,0.0104,0.0308,1.3510,57.4517,-68.5586,57.6483,-68.6180
263.7799,-0.0147,0.1694,-0.0147,0.0000,0.0294,0.0104,0.1296,4.3510,57.2634,-68.4911,57.4454,-68.5453
263.7999,-0.0110,-0.0128,-0.0110,0.0000,0.0220,0.0104,-0.0452,1.3510,57.0752,-68.4233,57.2693,-68.4819
263.8199,-0.0116,0.0299,-0.0116,0.0000,0.0232,0.0104,-0.0037,1.0476,56.8872,-68.3553,57.0759,-68.4118
263.8399,-0.0172,0.2010,-0.0172,0.0000,0.0345,0.0105,0.1561,4.0476,56.6995,-68.2862,56.9031,-68.3488
263.8599,-0.0113,-0.0646,-0.0113,0.0000,0.0225,0.0105,-0.0976,1.0476,56.5119,-68.2167,56.7037,-68.2757
263.8799,-0.0122,0.0180,-0.0122,0.0000,0.0244,0.0105,-0.0169,0.6308,56.3244,-68.1472,56.5108,-68.2046
263.8999,-0.0152,0.1170,-0.0152,0.0000,0.0304,0.0106,0.0760,3.6308,56.1372,-68.0767,56.3184,-68.1332
263.9199,-0.0141,0.0427,-0.0141,0.0000,0.0283,0.0106,0.0039,1.4947,55.9502,-68.0058,56.1319,-68.0636
263.9399,-0.0098,-0.0886,-0.0098,0.0000,0.0196,0.0106,-0.1188,-1.5053,55.7631,-67.9352,55.9525,-67.9962
263.9599,-0.0100,-0.0168,-0.0100,0.0000,0.0200,0.0106,-0.0474,-0.5885,55.5759,-67.8649,55.7680,-67.9266
263.9799,-0.0154,0.1719,-0.0154,0.0000,0.0309,0.0107,0.1304,2.4115,55.3889,-67.7939,55.5901,-67.8590
263.9999,-0.0111,-0.0286,-0.0111,0.0000,0.0223,0.0107,-0.0615,-0.5885,55.2019,-67.7230,55.3946,-67.7843
264.0199,-0.0155,0.1348,-0.0155,0.0000,0.0309,0.0107,0.0931,2.4115,55.0151,-67.6516,55.1970,-67.7084
264.0399,-0.0127,0.0017,-0.0127,0.0000,0.0255,0.0107,-0.0346,0.0584,54.8283,-67.5801,55.0209,-67.6403
264.0599,-0.0149,0.0859,-0.0149,0.0000,0.0298,0.0108,0.0453,3.0082,54.6418,-67.5078,54.8279,-67.5652
264.0799,-0.0145,0.0494,-0.0145,0.0000,0.0291,0.0108,0.0095,1.7295,54.4555,-67.4351,54.6453,-67.4937
264.0999,-0.0169,0.1160,-0.0169,0.0000,0.0339,0.0108,0.0713,4.0599,54.2696,-67.3613,54.4683,-67.4240
264.1199,-0.0149,0.0154,-0.0149,0.0000,0.0298,0.0109,-0.0253,1.0599,54.0838,-67.2873,54.2762,-67.3480
264.1399,-0.0157,0.0522,-0.0157,0.0000,0.0313,0.0109,0.0100,1.8271,53.8982,-67.2128,54.0846,-67.2716
264.1599,-0.0197,0.1667,-0.0197,0.0000,0.0394,0.0109,0.1164,4.8271,53.7131,-67.1370,53.8915,-67.1942
264.1799,-0.0170,0.0211,-0.0170,0.0000,0.0340,0.0110,-0.0239,1.8271,53.5282,-67.0607,53.7276,-67.1281
264.1999,-0.0127,-0.0925,-0.0127,0.0000,0.0255,0.0110,-0.1290,-1.1729,53.3432,-66.9848,53.5352,-67.0501
264.2199,-0.0168,0.1002,-0.0168,0.0000,0.0336,0.0110,0.0556,1.8271,53.1584,-66.9084,53.3585,-66.9780
264.2399,-0.0132,-0.0384,-0.0132,0.0000,0.0263,0.0110,-0.0758,-1.1729,52.9734,-66.8322,53.1685,-66.9000
264.2599,-0.0125,-0.0160,-0.0125,0.0000,0.0250,0.0111,-0.0521,-0.5617,52.7884,-66.7563,52.9816,-66.8228
264.2799,-0.0151,0.0896,-0.0151,0.0000,0.0301,0.0111,0.0484,2.4383,52.6037,-66.6797,52.8008,-66.7477
264.2999,-0.0148,0.0545,-0.0148,0.0000,0.0296,0.0111,0.0138,1.9073,52.4191,-66.6026,52.6148,-66.6699
264.3199,-0.0146,0.0422,-0.0146,0.0000,0.0293,0.0112,0.0017,1.4767,52.2347,-66.5251,52.4289,-66.5917
264.3399,-0.0147,0.0426,-0.0147,0.0000,0.0294,0.0112,0.0020,1.4908,52.0505,-66.4472,52.2374,-66.5107
264.3599,-0.0176,0.1281,-0.0176,0.0000,0.0352,0.0112,0.0817,4.4829,51.8668,-66.3682,52.0478,-66.4299
264.3799,-0.0177,0.0864,-0.0177,0.0000,0.0354,0.0113,0.0397,3.0240,51.6834,-66.2884,51.8634,-66.3509
264.3999,-0.0184,0.0860,-0.0184,0.0000,0.0369,0.0113,0.0378,3.0083,51.5003,-66.2079,51.6779,-66.2708
264.4199,-0.0139,-0.0699,-0.0139,0.0000,0.0278,0.0113,-0.1090,0.0083,51.3173,-66.1273,51.5007,-66.1940
264.4399,-0.0149,0.0187,-0.0149,0.0000,0.0297,0.0114,-0.0224,0.6533,51.1343,-66.0466,51.3298,-66.1194
264.4599,-0.0124,-0.0426,-0.0124,0.0000,0.0248,0.0114,-0.0787,-1.4894,50.9511,-65.9663,51.1420,-66.0369
264.4799,-0.0132,0.0247,-0.0132,0.0000,0.0263,0.0114,-0.0131,0.8637,50.7681,-65.8857,50.9524,-65.9532
264.4999,-0.0135,0.0410,-0.0135,0.0000,0.0269,0.0114,0.0027,1.4362,50.5852,-65.8048,50.7713,-65.8726
264.5199,-0.0150,0.0860,-0.0150,0.0000,0.0300,0.0115,0.0445,3.0087,50.4026,-65.7231,50.5862,-65.7898
264.5399,-0.0166,0.1080,-0.0166,0.0000,0.0332,0.0115,0.0633,3.7807,50.2205,-65.6404,50.4012,-65.7065
264.5599,-0.0153,0.0353,-0.0153,0.0000,0.0307,0.0115,-0.0069,1.2353,50.0385,-65.5574,50.2314,-65.6296
264.5799,-0.0191,0.1507,-0.0191,0.0000,0.0381,0.0116,0.1010,4.2353,49.8571,-65.4734,50.0330,-65.5392
264.5999,-0.0139,-0.0595,-0.0139,0.0000,0.0278,0.0116,-0.0989,1.2353,49.6757,-65.3890,49.8655,-65.4623
264.6199,-0.0130,-0.0315,-0.0130,0.0000,0.0260,0.0116,-0.0691,-1.1023,49.4943,-65.3049,49.6822,-65.3777
264.6399,-0.0177,0.1481,-0.0177,0.0000,0.0355,0.0117,0.1010,1.8977,49.3130,-65.2203,49.5106,-65.2981
264.6599,-0.0133,-0.0394,-0.0133,0.0000,0.0267,0.0117,-0.0777,-1.1023,49.1316,-65.1360,49.3172,-65.2077
264.6799,-0.0147,0.0443,-0.0147,0.0000,0.0294,0.0117,0.0032,1.5502,48.9505,-65.0514,49.1413,-65.1250
264.6999,-0.0187,0.1615,-0.0187,0.0000,0.0373,0.0117,0.1124,4.5502,48.7698,-64.9655,48.9669,-65.0424
264.7199,-0.0158,0.0140,-0.0158,0.0000,0.0316,0.0118,-0.0295,1.5502,48.5894,-64.8793,48.7801,-64.9535
264.7399,-0.0186,0.1146,-0.0186,0.0000,0.0373,0.0118,0.0655,4.0102,48.4094,-64.7921,48.6054,-64.8698
264.7599,-0.0153,-0.0225,-0.0153,0.0000,0.0305,0.0118,-0.0649,1.0102,48.2295,-64.7046,48.4139,-64.7775
264.7799,-0.0178,0.0894,-0.0178,0.0000,0.0356,0.0119,0.0419,3.1273,48.0501,-64.6163,48.2448,-64.6954
264.7999,-0.0144,-0.0356,-0.0144,0.0000,0.0288,0.0119,-0.0763,0.1273,47.8706,-64.5280,48.0573,-64.6038
264.8199,-0.0143,0.0036,-0.0143,0.0000,0.0286,0.0119,-0.0369,0.1272,47.6912,-64.4396,47.8777,-64.5155
264.8399,-0.0184,0.1465,-0.0184,0.0000,0.0368,0.0120,0.0977,3.1272,47.5122,-64.3505,47.7077,-64.4315
264.8599,-0.0151,-0.0057,-0.0151,0.0000,0.0302,0.0120,-0.0479,0.1272,47.3331,-64.2614,47.5220,-64.3391
264.8799,-0.0190,0.1381,-0.0190,0.0000,0.0381,0.0120,0.0880,3.1272,47.1545,-64.1714,47.3296,-64.2427
264.8999,-0.0166,0.0151,-0.0166,0.0000,0.0331,0.0121,-0.0301,0.5283,46.9759,-64.0814,47.1557,-64.1549
264.9199,-0.0168,0.0390,-0.0168,0.0000,0.0336,0.0121,-0.0067,1.3643,46.7975,-63.9910,46.9779,-64.0647
264.9399,-0.0173,0.0586,-0.0173,0.0000,0.0346,0.0121,0.0118,2.0500,46.6194,-63.9000,46.8000,-63.9738
264.9599,-0.0170,0.0418,-0.0170,0.0000,0.0340,0.0122,-0.0043,1.4644,46.4414,-63.8088,46.6272,-63.8850
264.9799,-0.0183,0.0823,-0.0183,0.0000,0.0365,0.0122,0.0336,2.8821,46.2638,-63.7168,46.4536,-63.7952
264.9999,-0.0197,0.1068,-0.0197,0.0000,0.0394,0.0123,0.0552,3.7390,46.0867,-63.6238,46.2791,-63.7043
265.0199,-0.0190,0.0562,-0.0190,0.0000,0.0381,0.0123,0.0058,1.9663,45.9099,-63.5304,46.0897,-63.6050
265.0399,-0.0217,0.1317,-0.0217,0.0000,0.0433,0.0123,0.0761,4.6110,45.7337,-63.4359,45.9291,-63.5203
265.0599,-0.0209,0.0670,-0.0209,0.0000,0.0418,0.0124,0.0128,2.3464,45.5577,-63.3407,45.7524,-63.4265
265.0799,-0.0184,-0.0148,-0.0184,0.0000,0.0368,0.0124,-0.0640,-0.5167,45.3817,-63.2457,45.5574,-63.3223
265.0999,-0.0180,0.0095,-0.0180,0.0000,0.0361,0.0125,-0.0391,0.3314,45.2058,-63.1507,45.3815,-63.2277
265.1199,-0.0162,-0.0234,-0.0162,0.0000,0.0324,0.0125,-0.0683,-0.8186,45.0297,-63.0558,45.2161,-63.1381
265.1399,-0.0184,0.0810,-0.0184,0.0000,0.0368,0.0125,0.0316,2.1814,44.8540,-62.9604,45.0313,-63.0374
265.1599,-0.0179,0.0463,-0.0179,0.0000,0.0357,0.0126,-0.0019,1.6214,44.6784,-62.8645,44.8607,-62.9438
265.1799,-0.0209,0.1388,-0.0209,0.0000,0.0418,0.0126,0.0844,4.6214,44.5035,-62.7676,44.6956,-62.8527
265.1999,-0.0215,0.1104,-0.0215,0.0000,0.0431,0.0126,0.0546,3.8623,44.3291,-62.6697,44.5038,-62.7461
265.2199,-0.0190,0.0058,-0.0190,0.0000,0.0381,0.0127,-0.0449,0.8623,44.1548,-62.5716,44.3415,-62.6553
265.2399,-0.0191,0.0313,-0.0191,0.0000,0.0381,0.0127,-0.0196,1.0948,43.9806,-62.4732,44.1671,-62.5571
265.2599,-0.0197,0.0624,-0.0197,0.0000,0.0395,0.0128,0.0101,2.1830,43.8068,-62.3743,43.9946,-62.4593
265.2799,-0.0195,0.0512,-0.0195,0.0000,0.0391,0.0128,-0.0007,1.7906,43.6332,-62.2750,43.8191,-62.3592
265.2999,-0.0206,0.0829,-0.0206,0.0000,0.0412,0.0128,0.0289,2.9016,43.4600,-62.1750,43.6484,-62.2611
265.3199,-0.0199,0.0462,-0.0199,0.0000,0.0398,0.0129,-0.0065,1.6164,43.2871,-62.0745,43.4676,-62.1566
265.3399,-0.0200,0.0526,-0.0200,0.0000,0.0400,0.0129,-0.0004,1.8394,43.1144,-61.9737,43.2981,-62.0579
265.3599,-0.0226,0.1303,-0.0226,0.0000,0.0452,0.0130,0.0721,4.5593,42.9423,-61.8717,43.1333,-61.9613
265.3799,-0.0199,0.0095,-0.0199,0.0000,0.0398,0.0130,-0.0433,1.5593,42.7705,-61.7693,42.9534,-61.8552
265.3999,-0.0205,0.0522,-0.0205,0.0000,0.0410,0.0130,-0.0019,1.8254,42.5989,-61.6666,42.7754,-61.7494
265.4199,-0.0202,0.0434,-0.0202,0.0000,0.0404,0.0131,-0.0101,1.5173,42.4276,-61.5634,42.6135,-61.6527
265.4399,-0.0207,0.0657,-0.0207,0.0000,0.0415,0.0131,0.0111,2.2979,42.2566,-61.4597,42.4315,-61.5431
265.4599,-0.0195,0.0219,-0.0195,0.0000,0.0389,0.0132,-0.0302,0.7662,42.0857,-61.3558,42.2680,-61.4439
265.4799,-0.0223,0.1240,-0.0223,0.0000,0.0447,0.0132,0.0661,3.7662,41.9153,-61.2511,42.1048,-61.3444
265.4999,-0.0228,0.1009,-0.0228,0.0000,0.0456,0.0133,0.0421,3.5309,41.7455,-61.1455,41.9158,-61.2283
265.5199,-0.0195,-0.0196,-0.0195,0.0000,0.0391,0.0133,-0.0720,0.5309,41.5757,-61.0397,41.7524,-61.1272
265.5399,-0.0201,0.0379,-0.0201,0.0000,0.0402,0.0133,-0.0157,1.3263,41.4061,-60.9337,41.5911,-61.0268
265.5599,-0.0195,0.0275,-0.0195,0.0000,0.0389,0.0134,-0.0248,0.9620,41.2367,-60.8274,41.4183,-60.9184
265.5799,-0.0205,0.0720,-0.0205,0.0000,0.0410,0.0134,0.0176,2.5192,41.0677,-60.7205,41.2432,-60.8079
265.5999,-0.0222,0.1124,-0.0222,0.0000,0.0444,0.0135,0.0546,3.9342,40.8992,-60.6127,41.0712,-60.6986
265.6199,-0.0237,0.1273,-0.0237,0.0000,0.0474,0.0135,0.0664,4.4539,40.7314,-60.5038,40.9204,-60.6021
265.6399,-0.0215,0.0261,-0.0215,0.0000,0.0431,0.0135,-0.0305,1.4539,40.5639,-60.3946,40.7349,-60.4826
265.6599,-0.0196,-0.0141,-0.0196,0.0000,0.0393,0.0136,-0.0669,-0.4925,40.3962,-60.2855,40.5772,-60.3803
265.6799,-0.0199,0.0313,-0.0199,0.0000,0.0398,0.0136,-0.0221,1.0971,40.2288,-60.1762,40.4046,-60.2675
265.6999,-0.0208,0.0720,-0.0208,0.0000,0.0417,0.0137,0.0166,2.5199,40.0617,-60.0663,40.2363,-60.1568
265.7199,-0.0234,0.1391,-0.0234,0.0000,0.0468,0.0137,0.0785,4.8674,39.8954,-59.9552,40.0647,-60.0431
265.7399,-0.0209,0.0203,-0.0209,0.0000,0.0418,0.0138,-0.0352,1.8674,39.7293,-59.8437,39.9062,-59.9373
265.7599,-0.0227,0.0944,-0.0227,0.0000,0.0454,0.0138,0.0352,3.3035,39.5638,-59.7315,39.7486,-59.8317
265.7799,-0.0232,0.0903,-0.0232,0.0000,0.0465,0.0139,0.0300,3.1609,39.3988,-59.6185,39.5656,-59.7083
265.7999,-0.0196,-0.0354,-0.0196,0.0000,0.0391,0.0139,-0.0885,0.1609,39.2338,-59.5054,39.4125,-59.6045
265.8199,-0.0200,0.0275,-0.0200,0.0000,0.0401,0.0139,-0.0264,0.9642,39.0689,-59.3922,39.2501,-59.4938
265.8399,-0.0211,0.0740,-0.0211,0.0000,0.0422,0.0140,0.0179,2.5914,38.9045,-59.2783,39.0712,-59.3712
265.8599,-0.0184,-0.0168,-0.0184,0.0000,0.0368,0.0140,-0.0676,-0.4086,38.7400,-59.1646,38.9175,-59.2654
265.8799,-0.0190,0.0395,-0.0190,0.0000,0.0380,0.0140,-0.0126,1.3822,38.5757,-59.0505,38.7459,-59.1465
265.8999,-0.0185,0.0328,-0.0185,0.0000,0.0371,0.0141,-0.0184,1.1472,38.4116,-58.9362,38.5878,-59.0365
265.9199,-0.0214,0.1289,-0.0214,0.0000,0.0428,0.0141,0.0720,4.1472,38.2482,-58.8209,38.4141,-58.9149
265.9399,-0.0204,0.0588,-0.0204,0.0000,0.0408,0.0142,0.0038,2.0589,38.0851,-58.7051,38.2520,-58.8008
265.9599,-0.0184,-0.0033,-0.0184,0.0000,0.0368,0.0142,-0.0543,-0.1152,37.9220,-58.5894,38.0934,-58.6887
265.9799,-0.0190,0.0434,-0.0190,0.0000,0.0379,0.0142,-0.0088,1.5185,37.7591,-58.4733,37.9365,-58.5773
265.9999,-0.0192,0.0545,-0.0192,0.0000,0.0383,0.0143,0.0019,1.9078,37.5965,-58.3568,37.7739,-58.4612
266.0199,-0.0218,0.1311,-0.0218,0.0000,0.0435,0.0143,0.0732,4.5872,37.4347,-58.2393,37.6165,-58.3483
266.0399,-0.0184,-0.0088,-0.0184,0.0000,0.0369,0.0144,-0.0601,1.5872,37.2732,-58.1214,37.4419,-58.2223
266.0599,-0.0179,0.0075,-0.0179,0.0000,0.0357,0.0144,-0.0427,0.2614,37.1117,-58.0034,37.2870,-58.1100
266.0799,-0.0180,0.0342,-0.0180,0.0000,0.0359,0.0144,-0.0162,1.1970,36.9504,-57.8852,37.1171,-57.9863
266.0999,-0.0186,0.0629,-0.0186,0.0000,0.0372,0.0145,0.0112,2.2010,36.7894,-57.7665,36.9667,-57.8763
266.1199,-0.0166,-0.0042,-0.0166,0.0000,0.0332,0.0145,-0.0519,-0.1478,36.6285,-57.6478,36.7998,-57.7536
266.1399,-0.0168,0.0313,-0.0168,0.0000,0.0336,0.0145,-0.0168,1.0953,36.4677,-57.5288,36.6394,-57.6350
266.1599,-0.0205,0.1512,-0.0205,0.0000,0.0410,0.0146,0.0956,4.0953,36.3076,-57.4090,36.4688,-57.5084
266.1799,-0.0173,0.0027,-0.0173,0.0000,0.0346,0.0146,-0.0465,1.0953,36.1476,-57.2889,36.3211,-57.3982
266.1999,-0.0200,0.1096,-0.0200,0.0000,0.0400,0.0147,0.0549,3.8354,35.9884,-57.1679,36.1485,-57.2689
266.2199,-0.0168,-0.0161,-0.0168,0.0000,0.0337,0.0147,-0.0644,0.8354,35.8292,-57.0467,36.0027,-57.1590
266.2399,-0.0160,-0.0062,-0.0160,0.0000,0.0319,0.0147,-0.0529,-0.2177,35.6701,-56.9256,35.8425,-57.0379
266.2599,-0.0175,0.0700,-0.0175,0.0000,0.0351,0.0148,0.0202,2.4504,35.5113,-56.8040,35.6718,-56.9082
266.2799,-0.0151,-0.0146,-0.0151,0.0000,0.0301,0.0148,-0.0595,-0.5117,35.3525,-56.6825,35.5232,-56.7947
266.2999,-0.0152,0.0232,-0.0152,0.0000,0.0304,0.0148,-0.0221,0.8118,35.1938,-56.5608,35.3587,-56.6686
266.3199,-0.0182,0.1255,-0.0182,0.0000,0.0365,0.0149,0.0742,3.8118,35.0357,-56.4382,35.1951,-56.5426
266.3399,-0.0171,0.0500,-0.0171,0.0000,0.0342,0.0149,0.0010,1.7508,34.8780,-56.3153,35.0385,-56.4213
266.3599,-0.0197,0.1264,-0.0197,0.0000,0.0393,0.0149,0.0721,4.4225,34.7210,-56.1914,34.8768,-56.2956
266.3799,-0.0137,-0.0905,-0.0137,0.0000,0.0275,0.0150,-0.1330,1.4225,34.5642,-56.0671,34.7284,-56.1798
266.3999,-0.0154,0.0324,-0.0154,0.0000,0.0308,0.0150,-0.0134,1.1329,34.4077,-55.9427,34.5789,-56.0626
266.4199,-0.0120,-0.0618,-0.0120,0.0000,0.0239,0.0150,-0.1008,-1.8671,34.2508,-55.8186,34.4130,-55.9319
266.4399,-0.0131,0.0276,-0.0131,0.0000,0.0262,0.0150,-0.0136,0.9649,34.0941,-55.6943,34.2536,-55.8058
266.4599,-0.0120,0.0022,-0.0120,0.0000,0.0240,0.0151,-0.0368,0.0774,33.9374,-55.5700,34.1026,-55.6858
266.4799,-0.0160,0.1428,-0.0160,0.0000,0.0320,0.0151,0.0957,3.0774,33.7813,-55.4451,33.9374,-55.5540
266.4999,-0.0130,0.0010,-0.0130,0.0000,0.0261,0.0151,-0.0402,0.0774,33.6251,-55.3201,33.7866,-55.4331
266.5199,-0.0143,0.0619,-0.0143,0.0000,0.0287,0.0151,0.0181,2.1663,33.4694,-55.1946,33.6379,-55.3135
266.5399,-0.0148,0.0664,-0.0148,0.0000,0.0296,0.0152,0.0216,2.3225,33.3140,-55.0687,33.4827,-55.1880
266.5599,-0.0138,0.0245,-0.0138,0.0000,0.0276,0.0152,-0.0183,0.8576,33.1588,-54.9425,33.3206,-55.0565
266.5799,-0.0167,0.1205,-0.0167,0.0000,0.0334,0.0152,0.0719,3.8576,33.0043,-54.8155,33.1604,-54.9259
266.5999,-0.0138,-0.0065,-0.0138,0.0000,0.0275,0.0153,-0.0493,0.8576,32.8500,-54.6884,33.0152,-54.8070
266.6199,-0.0157,0.0777,-0.0157,0.0000,0.0313,0.0153,0.0310,2.7189,32.6961,-54.5606,32.8649,-54.6835
266.6399,-0.0146,0.0299,-0.0146,0.0000,0.0293,0.0153,-0.0147,1.0470,32.5424,-54.4326,32.6984,-54.5462
266.6599,-0.0128,-0.0180,-0.0128,0.0000,0.0255,0.0153,-0.0589,-0.6293,32.3886,-54.3048,32.5472,-54.4208
266.6799,-0.0139,0.0489,-0.0139,0.0000,0.0278,0.0154,0.0057,1.7118,32.2351,-54.1766,32.3914,-54.2912
266.6999,-0.0129,0.0156,-0.0129,0.0000,0.0258,0.0154,-0.0256,0.5469,32.0817,-54.0483,32.2459,-54.1696
266.7199,-0.0155,0.1070,-0.0155,0.0000,0.0310,0.0154,0.0606,3.5469,31.9289,-53.9192,32.0967,-54.0444
266.7399,-0.0136,0.0164,-0.0136,0.0000,0.0272,0.0155,-0.0262,0.5746,31.7762,-53.7900,31.9412,-53.9135
266.7599,-0.0147,0.0650,-0.0147,0.0000,0.0294,0.0155,0.0201,2.2756,31.6240,-53.6603,31.7904,-53.7859
266.7799,-0.0151,0.0639,-0.0151,0.0000,0.0301,0.0155,0.0182,2.2349,31.4721,-53.5301,31.6247,-53.6452
266.7999,-0.0127,-0.0176,-0.0127,0.0000,0.0253,0.0155,-0.0585,-0.6156,31.3202,-53.4001,31.4754,-53.5179
266.8199,-0.0123,0.0054,-0.0123,0.0000,0.0247,0.0156,-0.0349,0.1880,31.1683,-53.2700,31.3312,-53.3944
266.8399,-0.0127,0.0349,-0.0127,0.0000,0.0254,0.0156,-0.0061,1.2210,31.0166,-53.1397,31.1725,-53.2580
266.8599,-0.0160,0.1383,-0.0160,0.0000,0.0321,0.0156,0.0907,4.2210,30.8656,-53.0084,31.0324,-53.1372
